"Town","FIPS","Year","Measure Type","Variable","Value"
"Cornwall","0900517240","SFY 2000-2001","Number","Bonded Regional School District Debt",114809
"Coventry","0901317800","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Cromwell","0900718080","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Danbury","0900118500","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Darien","0900118850","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Deep River","0900719130","SFY 2000-2001","Number","Bonded Regional School District Debt",660937
"Derby","0900919550","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Durham","0900720810","SFY 2000-2001","Number","Bonded Regional School District Debt",12335310
"Eastford","0901521860","SFY 2000-2001","Number","Bonded Regional School District Debt",
"East Granby","0900322070","SFY 2000-2001","Number","Bonded Regional School District Debt",
"East Haddam","0900722280","SFY 2000-2001","Number","Bonded Regional School District Debt",
"East Hampton","0900722490","SFY 2000-2001","Number","Bonded Regional School District Debt",
"East Hartford","0900322630","SFY 2000-2001","Number","Bonded Regional School District Debt",
"East Haven","0900922910","SFY 2000-2001","Number","Bonded Regional School District Debt",
"East Lyme","0901123400","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Easton","0900123890","SFY 2000-2001","Number","Bonded Regional School District Debt",867496
"East Windsor","0900324800","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Ellington","0901325360","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Enfield","0900325990","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Essex","0900726270","SFY 2000-2001","Number","Bonded Regional School District Debt",697125
"Fairfield","0900126620","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Farmington","0900327600","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Franklin","0901129910","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Glastonbury","0900331240","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Goshen","0900532290","SFY 2000-2001","Number","Bonded Regional School District Debt",3858920
"Granby","0900332640","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Greenwich","0900133620","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Griswold","0901133900","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Groton","0901134250","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Guilford","0900934950","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Haddam","0900735230","SFY 2000-2001","Number","Bonded Regional School District Debt",2393679
"Hamden","0900935650","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Hampton","0901536000","SFY 2000-2001","Number","Bonded Regional School District Debt",32124
"Hartford","0900337070","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Hartland","0900337140","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Harwinton","0900537280","SFY 2000-2001","Number","Bonded Regional School District Debt",4911354
"Hebron","0901337910","SFY 2000-2001","Number","Bonded Regional School District Debt",9700965
"Kent","0900540290","SFY 2000-2001","Number","Bonded Regional School District Debt",173084
"Killingly","0901540500","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Killingworth","0900740710","SFY 2000-2001","Number","Bonded Regional School District Debt",2063321
"Lebanon","0901142390","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Ledyard","0901142600","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Lisbon","0901143230","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Litchfield","0900543370","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Lyme","0901144210","SFY 2000-2001","Number","Bonded Regional School District Debt",1991550
"Madison","0900944560","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Manchester","0900344700","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Mansfield","0901344910","SFY 2000-2001","Number","Bonded Regional School District Debt",15148422
"Marlborough","0900345820","SFY 2000-2001","Number","Bonded Regional School District Debt",5622338
"Meriden","0900946520","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Middlebury","0900946940","SFY 2000-2001","Number","Bonded Regional School District Debt",4692723
"Middlefield","0900747080","SFY 2000-2001","Number","Bonded Regional School District Debt",6834690
"Middletown","0900747360","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Milford","0900947535","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Monroe","0900148620","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Montville","0901148900","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Morris","0900549460","SFY 2000-2001","Number","Bonded Regional School District Debt",3515925
"Naugatuck","0900949950","SFY 2000-2001","Number","Bonded Regional School District Debt",
"New Britain","0900350440","SFY 2000-2001","Number","Bonded Regional School District Debt",
"New Canaan","0900150580","SFY 2000-2001","Number","Bonded Regional School District Debt",
"New Fairfield","0900150860","SFY 2000-2001","Number","Bonded Regional School District Debt",
"New Hartford","0900551350","SFY 2000-2001","Number","Bonded Regional School District Debt",6189980
"New Haven","0900952070","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Newington","0900352140","SFY 2000-2001","Number","Bonded Regional School District Debt",
"New London","0901152350","SFY 2000-2001","Number","Bonded Regional School District Debt",
"New Milford","0900552630","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Newtown","0900152980","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Norfolk","0900553470","SFY 2000-2001","Number","Bonded Regional School District Debt",1348483
"North Branford","0900953890","SFY 2000-2001","Number","Bonded Regional School District Debt",
"North Canaan","0900554030","SFY 2000-2001","Number","Bonded Regional School District Debt",358231
"North Haven","0900954870","SFY 2000-2001","Number","Bonded Regional School District Debt",
"North Stonington","0901155500","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Norwalk","0900156060","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Norwich","0901156270","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Old Lyme","0901157040","SFY 2000-2001","Number","Bonded Regional School District Debt",8658450
"Old Saybrook","0900757320","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Orange","0900957600","SFY 2000-2001","Number","Bonded Regional School District Debt",11524800
"Oxford","0900958300","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Plainfield","0901559980","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Plainville","0900360120","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Plymouth","0900560750","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Pomfret","0901561030","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Portland","0900761800","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Preston","0901162150","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Prospect","0900962290","SFY 2000-2001","Number","Bonded Regional School District Debt",29192741
"Putnam","0901562710","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Redding","0900163480","SFY 2000-2001","Number","Bonded Regional School District Debt",1092504
"Ridgefield","0900163970","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Rocky Hill","0900365370","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Roxbury","0900565930","SFY 2000-2001","Number","Bonded Regional School District Debt",1554346
"Salem","0901166210","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Salisbury","0900566420","SFY 2000-2001","Number","Bonded Regional School District Debt",295813
"Scotland","0901567400","SFY 2000-2001","Number","Bonded Regional School District Debt",31010
"Seymour","0900967610","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Sharon","0900567960","SFY 2000-2001","Number","Bonded Regional School District Debt",229796
"Shelton","0900168170","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Sherman","0900168310","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Simsbury","0900368940","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Somers","0901369220","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Southbury","0900969640","SFY 2000-2001","Number","Bonded Regional School District Debt",12797277
"Southington","0900370550","SFY 2000-2001","Number","Bonded Regional School District Debt",
"South Windsor","0900371390","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Sprague","0901171670","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Stafford","0901372090","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Stamford","0900173070","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Sterling","0901573420","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Stonington","0901173770","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Stratford","0900174190","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Suffield","0900374540","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Thomaston","0900575730","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Thompson","0901575870","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Tolland","0901376290","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Torrington","0900576570","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Trumbull","0900177200","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Union","0901377830","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Vernon","0901378250","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Voluntown","0901178600","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Wallingford","0900978740","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Warren","0900579510","SFY 2000-2001","Number","Bonded Regional School District Debt",1675155
"Washington","0900579720","SFY 2000-2001","Number","Bonded Regional School District Debt",2634210
"Waterbury","0900980070","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Waterford","0901180280","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Watertown","0900580490","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Westbrook","0900781680","SFY 2000-2001","Number","Bonded Regional School District Debt",
"West Hartford","0900382590","SFY 2000-2001","Number","Bonded Regional School District Debt",
"West Haven","0900982870","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Weston","0900183430","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Westport","0900183500","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Wethersfield","0900384900","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Willington","0901385950","SFY 2000-2001","Number","Bonded Regional School District Debt",7071029
"Wilton","0900186370","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Winchester","0900586440","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Windham","0901586790","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Windsor","0900387000","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Windsor Locks","0900387070","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Wolcott","0900987560","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Woodbridge","0900987700","SFY 2000-2001","Number","Bonded Regional School District Debt",7923300
"Woodbury","0900587910","SFY 2000-2001","Number","Bonded Regional School District Debt",10505527
"Woodstock","0901588190","SFY 2000-2001","Number","Bonded Regional School District Debt",
"Andover","0901301080","SFY 2000-2001","Number","Debt per Capita",1035
"Ansonia","0900901220","SFY 2000-2001","Number","Debt per Capita",2723
"Ashford","0901501430","SFY 2000-2001","Number","Debt per Capita",1996
"Avon","0900302060","SFY 2000-2001","Number","Debt per Capita",1374
"Barkhamsted","0900502760","SFY 2000-2001","Number","Debt per Capita",1446
"Beacon Falls","0900903250","SFY 2000-2001","Number","Debt per Capita",3813
"Berlin","0900304300","SFY 2000-2001","Number","Debt per Capita",653
"Bethany","0900904580","SFY 2000-2001","Number","Debt per Capita",2159
"Bethel","0900104720","SFY 2000-2001","Number","Debt per Capita",874
"Bethlehem","0900504930","SFY 2000-2001","Number","Debt per Capita",1284
"Bloomfield","0900305910","SFY 2000-2001","Number","Debt per Capita",191
"Bolton","0901306260","SFY 2000-2001","Number","Debt per Capita",1361
"Bozrah","0901106820","SFY 2000-2001","Number","Debt per Capita",1560
"Branford","0900907310","SFY 2000-2001","Number","Debt per Capita",1679
"Bridgeport","0900108070","SFY 2000-2001","Number","Debt per Capita",4413
"Bridgewater","0900508210","SFY 2000-2001","Number","Debt per Capita",791
"Bristol","0900308490","SFY 2000-2001","Number","Debt per Capita",654
"Brookfield","0900108980","SFY 2000-2001","Number","Debt per Capita",1157
"Brooklyn","0901509190","SFY 2000-2001","Number","Debt per Capita",1553
"Burlington","0900310100","SFY 2000-2001","Number","Debt per Capita",1251
"Canaan","0900510940","SFY 2000-2001","Number","Debt per Capita",1264
"Canterbury","0901512130","SFY 2000-2001","Number","Debt per Capita",1121
"Canton","0900312270","SFY 2000-2001","Number","Debt per Capita",1223
"Chaplin","0901513810","SFY 2000-2001","Number","Debt per Capita",1297
"Cheshire","0900914160","SFY 2000-2001","Number","Debt per Capita",3076
"Chester","0900714300","SFY 2000-2001","Number","Debt per Capita",609
"Clinton","0900715350","SFY 2000-2001","Number","Debt per Capita",814
"Colchester","0901115910","SFY 2000-2001","Number","Debt per Capita",2113
"Colebrook","0900516050","SFY 2000-2001","Number","Debt per Capita",1421
"Columbia","0901316400","SFY 2000-2001","Number","Debt per Capita",2053
"Cornwall","0900517240","SFY 2000-2001","Number","Debt per Capita",1834
"Coventry","0901317800","SFY 2000-2001","Number","Debt per Capita",1464
"Cromwell","0900718080","SFY 2000-2001","Number","Debt per Capita",468
"Danbury","0900118500","SFY 2000-2001","Number","Debt per Capita",742
"Darien","0900118850","SFY 2000-2001","Number","Debt per Capita",2220
"Deep River","0900719130","SFY 2000-2001","Number","Debt per Capita",1058
"Derby","0900919550","SFY 2000-2001","Number","Debt per Capita",1020
"Durham","0900720810","SFY 2000-2001","Number","Debt per Capita",2089
"Eastford","0901521860","SFY 2000-2001","Number","Debt per Capita",296
"East Granby","0900322070","SFY 2000-2001","Number","Debt per Capita",669
"East Haddam","0900722280","SFY 2000-2001","Number","Debt per Capita",1283
"East Hampton","0900722490","SFY 2000-2001","Number","Debt per Capita",1366
"East Hartford","0900322630","SFY 2000-2001","Number","Debt per Capita",740
"East Haven","0900922910","SFY 2000-2001","Number","Debt per Capita",2785
"East Lyme","0901123400","SFY 2000-2001","Number","Debt per Capita",2932
"Easton","0900123890","SFY 2000-2001","Number","Debt per Capita",3496
"East Windsor","0900324800","SFY 2000-2001","Number","Debt per Capita",1462
"Ellington","0901325360","SFY 2000-2001","Number","Debt per Capita",805
"Enfield","0900325990","SFY 2000-2001","Number","Debt per Capita",200
"Essex","0900726270","SFY 2000-2001","Number","Debt per Capita",686
"Fairfield","0900126620","SFY 2000-2001","Number","Debt per Capita",1121
"Farmington","0900327600","SFY 2000-2001","Number","Debt per Capita",2356
"Franklin","0901129910","SFY 2000-2001","Number","Debt per Capita",1411
"Glastonbury","0900331240","SFY 2000-2001","Number","Debt per Capita",1465
"Goshen","0900532290","SFY 2000-2001","Number","Debt per Capita",1703
"Granby","0900332640","SFY 2000-2001","Number","Debt per Capita",2523
"Greenwich","0900133620","SFY 2000-2001","Number","Debt per Capita",592
"Griswold","0901133900","SFY 2000-2001","Number","Debt per Capita",1424
"Groton","0901134250","SFY 2000-2001","Number","Debt per Capita",447
"Guilford","0900934950","SFY 2000-2001","Number","Debt per Capita",1532
"Haddam","0900735230","SFY 2000-2001","Number","Debt per Capita",919
"Hamden","0900935650","SFY 2000-2001","Number","Debt per Capita",1479
"Hampton","0901536000","SFY 2000-2001","Number","Debt per Capita",1399
"Hartford","0900337070","SFY 2000-2001","Number","Debt per Capita",1442
"Hartland","0900337140","SFY 2000-2001","Number","Debt per Capita",931
"Harwinton","0900537280","SFY 2000-2001","Number","Debt per Capita",1073
"Hebron","0901337910","SFY 2000-2001","Number","Debt per Capita",2684
"Kent","0900540290","SFY 2000-2001","Number","Debt per Capita",173
"Killingly","0901540500","SFY 2000-2001","Number","Debt per Capita",1088
"Killingworth","0900740710","SFY 2000-2001","Number","Debt per Capita",524
"Lebanon","0901142390","SFY 2000-2001","Number","Debt per Capita",1087
"Ledyard","0901142600","SFY 2000-2001","Number","Debt per Capita",397
"Lisbon","0901143230","SFY 2000-2001","Number","Debt per Capita",1372
"Litchfield","0900543370","SFY 2000-2001","Number","Debt per Capita",680
"Lyme","0901144210","SFY 2000-2001","Number","Debt per Capita",1068
"Madison","0900944560","SFY 2000-2001","Number","Debt per Capita",1282
"Manchester","0900344700","SFY 2000-2001","Number","Debt per Capita",628
"Mansfield","0901344910","SFY 2000-2001","Number","Debt per Capita",1124
"Marlborough","0900345820","SFY 2000-2001","Number","Debt per Capita",1630
"Meriden","0900946520","SFY 2000-2001","Number","Debt per Capita",1189
"Middlebury","0900946940","SFY 2000-2001","Number","Debt per Capita",1396
"Middlefield","0900747080","SFY 2000-2001","Number","Debt per Capita",2353
"Middletown","0900747360","SFY 2000-2001","Number","Debt per Capita",1469
"Milford","0900947535","SFY 2000-2001","Number","Debt per Capita",1114
"Monroe","0900148620","SFY 2000-2001","Number","Debt per Capita",1156
"Montville","0901148900","SFY 2000-2001","Number","Debt per Capita",949
"Morris","0900549460","SFY 2000-2001","Number","Debt per Capita",1496
"Naugatuck","0900949950","SFY 2000-2001","Number","Debt per Capita",692
"New Britain","0900350440","SFY 2000-2001","Number","Debt per Capita",3125
"New Canaan","0900150580","SFY 2000-2001","Number","Debt per Capita",3374
"New Fairfield","0900150860","SFY 2000-2001","Number","Debt per Capita",1412
"New Hartford","0900551350","SFY 2000-2001","Number","Debt per Capita",1799
"New Haven","0900952070","SFY 2000-2001","Number","Debt per Capita",2795
"Newington","0900352140","SFY 2000-2001","Number","Debt per Capita",522
"New London","0901152350","SFY 2000-2001","Number","Debt per Capita",1146
"New Milford","0900552630","SFY 2000-2001","Number","Debt per Capita",2842
"Newtown","0900152980","SFY 2000-2001","Number","Debt per Capita",1758
"Norfolk","0900553470","SFY 2000-2001","Number","Debt per Capita",1265
"North Branford","0900953890","SFY 2000-2001","Number","Debt per Capita",2055
"North Canaan","0900554030","SFY 2000-2001","Number","Debt per Capita",903
"North Haven","0900954870","SFY 2000-2001","Number","Debt per Capita",1492
"North Stonington","0901155500","SFY 2000-2001","Number","Debt per Capita",1406
"Norwalk","0900156060","SFY 2000-2001","Number","Debt per Capita",1563
"Norwich","0901156270","SFY 2000-2001","Number","Debt per Capita",1181
"Old Lyme","0901157040","SFY 2000-2001","Number","Debt per Capita",1341
"Old Saybrook","0900757320","SFY 2000-2001","Number","Debt per Capita",1590
"Orange","0900957600","SFY 2000-2001","Number","Debt per Capita",2005
"Oxford","0900958300","SFY 2000-2001","Number","Debt per Capita",1254
"Plainfield","0901559980","SFY 2000-2001","Number","Debt per Capita",1181
"Plainville","0900360120","SFY 2000-2001","Number","Debt per Capita",817
"Plymouth","0900560750","SFY 2000-2001","Number","Debt per Capita",1555
"Pomfret","0901561030","SFY 2000-2001","Number","Debt per Capita",757
"Portland","0900761800","SFY 2000-2001","Number","Debt per Capita",1406
"Preston","0901162150","SFY 2000-2001","Number","Debt per Capita",1233
"Prospect","0900962290","SFY 2000-2001","Number","Debt per Capita",3839
"Putnam","0901562710","SFY 2000-2001","Number","Debt per Capita",451
"Redding","0900163480","SFY 2000-2001","Number","Debt per Capita",1987
"Ridgefield","0900163970","SFY 2000-2001","Number","Debt per Capita",2436
"Rocky Hill","0900365370","SFY 2000-2001","Number","Debt per Capita",589
"Roxbury","0900565930","SFY 2000-2001","Number","Debt per Capita",1009
"Salem","0901166210","SFY 2000-2001","Number","Debt per Capita",854
"Salisbury","0900566420","SFY 2000-2001","Number","Debt per Capita",859
"Scotland","0901567400","SFY 2000-2001","Number","Debt per Capita",1231
"Seymour","0900967610","SFY 2000-2001","Number","Debt per Capita",1260
"Sharon","0900567960","SFY 2000-2001","Number","Debt per Capita",940
"Shelton","0900168170","SFY 2000-2001","Number","Debt per Capita",633
"Sherman","0900168310","SFY 2000-2001","Number","Debt per Capita",2294
"Simsbury","0900368940","SFY 2000-2001","Number","Debt per Capita",682
"Somers","0901369220","SFY 2000-2001","Number","Debt per Capita",1942
"Southbury","0900969640","SFY 2000-2001","Number","Debt per Capita",722
"Southington","0900370550","SFY 2000-2001","Number","Debt per Capita",892
"South Windsor","0900371390","SFY 2000-2001","Number","Debt per Capita",1523
"Sprague","0901171670","SFY 2000-2001","Number","Debt per Capita",773
"Stafford","0901372090","SFY 2000-2001","Number","Debt per Capita",1672
"Stamford","0900173070","SFY 2000-2001","Number","Debt per Capita",2380
"Sterling","0901573420","SFY 2000-2001","Number","Debt per Capita",318
"Stonington","0901173770","SFY 2000-2001","Number","Debt per Capita",1587
"Stratford","0900174190","SFY 2000-2001","Number","Debt per Capita",3673
"Suffield","0900374540","SFY 2000-2001","Number","Debt per Capita",2720
"Thomaston","0900575730","SFY 2000-2001","Number","Debt per Capita",1439
"Thompson","0901575870","SFY 2000-2001","Number","Debt per Capita",319
"Tolland","0901376290","SFY 2000-2001","Number","Debt per Capita",880
"Torrington","0900576570","SFY 2000-2001","Number","Debt per Capita",1838
"Trumbull","0900177200","SFY 2000-2001","Number","Debt per Capita",1522
"Union","0901377830","SFY 2000-2001","Number","Debt per Capita",1154
"Vernon","0901378250","SFY 2000-2001","Number","Debt per Capita",1185
"Voluntown","0901178600","SFY 2000-2001","Number","Debt per Capita",885
"Wallingford","0900978740","SFY 2000-2001","Number","Debt per Capita",621
"Warren","0900579510","SFY 2000-2001","Number","Debt per Capita",1298
"Washington","0900579720","SFY 2000-2001","Number","Debt per Capita",919
"Waterbury","0900980070","SFY 2000-2001","Number","Debt per Capita",683
"Waterford","0901180280","SFY 2000-2001","Number","Debt per Capita",4
"Watertown","0900580490","SFY 2000-2001","Number","Debt per Capita",1252
"Westbrook","0900781680","SFY 2000-2001","Number","Debt per Capita",2645
"West Hartford","0900382590","SFY 2000-2001","Number","Debt per Capita",1324
"West Haven","0900982870","SFY 2000-2001","Number","Debt per Capita",1349
"Weston","0900183430","SFY 2000-2001","Number","Debt per Capita",1455
"Westport","0900183500","SFY 2000-2001","Number","Debt per Capita",3952
"Wethersfield","0900384900","SFY 2000-2001","Number","Debt per Capita",453
"Willington","0901385950","SFY 2000-2001","Number","Debt per Capita",1523
"Wilton","0900186370","SFY 2000-2001","Number","Debt per Capita",4468
"Winchester","0900586440","SFY 2000-2001","Number","Debt per Capita",306
"Windham","0901586790","SFY 2000-2001","Number","Debt per Capita",1136
"Windsor","0900387000","SFY 2000-2001","Number","Debt per Capita",1530
"Windsor Locks","0900387070","SFY 2000-2001","Number","Debt per Capita",1749
"Wolcott","0900987560","SFY 2000-2001","Number","Debt per Capita",1917
"Woodbridge","0900987700","SFY 2000-2001","Number","Debt per Capita",3120
"Woodbury","0900587910","SFY 2000-2001","Number","Debt per Capita",1124
"Woodstock","0901588190","SFY 2000-2001","Number","Debt per Capita",1559
"Andover","0901301080","SFY 2000-2001","Number","Debt Service",99600
"Ansonia","0900901220","SFY 2000-2001","Number","Debt Service",5657368
"Ashford","0901501430","SFY 2000-2001","Number","Debt Service",372079
"Avon","0900302060","SFY 2000-2001","Number","Debt Service",4233507
"Barkhamsted","0900502760","SFY 2000-2001","Number","Debt Service",328020
"Beacon Falls","0900903250","SFY 2000-2001","Number","Debt Service",297506
"Berlin","0900304300","SFY 2000-2001","Number","Debt Service",2690123
"Bethany","0900904580","SFY 2000-2001","Number","Debt Service",740891
"Bethel","0900104720","SFY 2000-2001","Number","Debt Service",2860301
"Bethlehem","0900504930","SFY 2000-2001","Number","Debt Service",0
"Bloomfield","0900305910","SFY 2000-2001","Number","Debt Service",1471948
"Bolton","0901306260","SFY 2000-2001","Number","Debt Service",1140521
"Bozrah","0901106820","SFY 2000-2001","Number","Debt Service",632845
"Branford","0900907310","SFY 2000-2001","Number","Debt Service",5608992
"Bridgeport","0900108070","SFY 2000-2001","Number","Debt Service",48879547
"Bridgewater","0900508210","SFY 2000-2001","Number","Debt Service",84118
"Bristol","0900308490","SFY 2000-2001","Number","Debt Service",6189000
"Brookfield","0900108980","SFY 2000-2001","Number","Debt Service",2792764
"Brooklyn","0901509190","SFY 2000-2001","Number","Debt Service",1525183
"Burlington","0900310100","SFY 2000-2001","Number","Debt Service",225143
"Canaan","0900510940","SFY 2000-2001","Number","Debt Service",133263
"Canterbury","0901512130","SFY 2000-2001","Number","Debt Service",842110
"Canton","0900312270","SFY 2000-2001","Number","Debt Service",1545068
"Chaplin","0901513810","SFY 2000-2001","Number","Debt Service",472790
"Cheshire","0900914160","SFY 2000-2001","Number","Debt Service",9620714
"Chester","0900714300","SFY 2000-2001","Number","Debt Service",348705
"Clinton","0900715350","SFY 2000-2001","Number","Debt Service",2055977
"Colchester","0901115910","SFY 2000-2001","Number","Debt Service",4503876
"Colebrook","0900516050","SFY 2000-2001","Number","Debt Service",154907
"Columbia","0901316400","SFY 2000-2001","Number","Debt Service",1049730
"Cornwall","0900517240","SFY 2000-2001","Number","Debt Service",286388
"Coventry","0901317800","SFY 2000-2001","Number","Debt Service",1828889
"Cromwell","0900718080","SFY 2000-2001","Number","Debt Service",1207852
"Danbury","0900118500","SFY 2000-2001","Number","Debt Service",8064789
"Darien","0900118850","SFY 2000-2001","Number","Debt Service",5254132
"Deep River","0900719130","SFY 2000-2001","Number","Debt Service",1041502
"Derby","0900919550","SFY 2000-2001","Number","Debt Service",2362829
"Durham","0900720810","SFY 2000-2001","Number","Debt Service",1442248
"Eastford","0901521860","SFY 2000-2001","Number","Debt Service",129033
"East Granby","0900322070","SFY 2000-2001","Number","Debt Service",2108633
"East Haddam","0900722280","SFY 2000-2001","Number","Debt Service",2013908
